,ward,borough,%_english_is_first_language_of_no_one_in_household_2011,median_house_price_2014,median_household_income_estimate_2012_13,male_life_expectancy_2009_13,female_life_expectancy_2009_13,%_area_that_is_open_space_2014,%_travel_by_bicycle_to_work_2011,turnout_at_mayoral_election_2012,crime_rate_2014_15,%_bame_2011,%_all_older_people_aged_65_2015,%_homes_with_good_access_to_nature,%_homes_with_deficiency_in_access_to_nature,female_life_expectancy_normalised,male_life_expectancy_normalised,median_household_income_estimate_2012_13_log
287,E05000312,Havering,2.5,250000.0,37010.0,78.9,84.2,60.7,0.8,31.7,67.8,10.1,18.0,82.0,18.0,1.00006090875868,0.9890177439669914,10.518943425380202
288,E05000313,Havering,1.5,250000.0,33590.0,76.7,81.6,75.2,0.7,27.7,45.7,12.0,17.3,98.0,2.0,0.9691801681081744,0.9614405698639826,10.421983682606339
289,E05000314,Havering,2.5,217000.0,29560.0,76.2,81.3,45.3,0.9,23.7,68.2,16.3,16.8,29.0,71.0,0.9656170057254239,0.9551730302951171,10.294177375062137
290,E05000315,Havering,1.7,275000.0,39890.0,82.5,86.4,26.1,1.0,34.5,55.8,9.7,18.8,52.0,48.0,1.026190766232185,1.0341440288628236,10.593880944899452
291,E05000316,Havering,2.5,250000.0,35820.0,80.6,87.3,32.1,1.1,30.9,52.2,11.5,19.6,75.0,25.0,1.0368802533804367,1.0103273785011342,10.486261675614703
292,E05000317,Havering,1.7,295000.0,40010.0,80.5,84.7,32.4,0.9,37.1,40.8,8.7,22.8,41.0,59.0,1.0059995127299313,1.0090738705873612,10.59688470185128
293,E05000318,Havering,2.4,240000.0,34470.0,80.1,84.3,79.0,0.8,26.6,74.1,15.7,18.0,76.0,24.0,1.0012486295529304,1.0040598389322686,10.447844659510912
294,E05000319,Havering,5.6,225000.0,37160.0,79.5,85.4,8.1,1.0,28.9,167.9,16.4,13.2,29.0,71.0,1.0143135582896827,0.99653879144963,10.522988192927775
295,E05000320,Havering,1.6,272500.0,38130.0,80.4,83.4,18.7,0.9,34.8,65.2,7.2,21.0,15.0,85.0,0.9905591424046785,1.0078203626735882,10.54875665285161
296,E05000321,Havering,2.5,242000.0,33160.0,77.4,83.1,45.1,1.2,27.1,56.7,16.4,15.9,97.0,3.0,0.9869959800219277,0.9702151252603946,10.409099609249232
297,E05000322,Havering,1.3,280250.0,41740.0,80.7,84.7,16.7,0.7,33.5,40.8,11.5,17.5,13.0,87.0,1.0059995127299313,1.0115808864149074,10.639215180631192
298,E05000323,Havering,0.9,420000.0,47580.0,80.8,84.2,82.0,0.7,42.5,49.7,4.8,23.8,70.0,30.0,1.00006090875868,1.0128343943286806,10.770167783856948
299,E05000324,Hillingdon,19.0,250000.0,31800.0,79.4,82.1,27.7,1.2,29.0,81.6,68.4,9.8,100.0,0.0,0.9751187720794255,0.9952852835358569,10.367221568768269
300,E05000325,Hillingdon,17.9,250000.0,30700.0,76.4,79.8,32.2,1.6,27.9,96.5,60.2,9.4,75.0,25.0,0.9478011938116706,0.9576800461226633,10.332017933575289
301,E05000326,Hillingdon,9.8,273750.0,34630.0,77.7,82.9,40.5,1.8,22.7,96.8,38.2,10.8,72.0,28.0,0.9846205384334273,0.9739756490017139,10.452475637396468
302,E05000327,Hillingdon,3.7,400000.0,43970.0,81.2,85.5,17.7,1.2,40.2,33.8,19.7,16.4,100.0,0.0,1.0155012790839328,1.017848425983773,10.691262862174856
303,E05000328,Hillingdon,9.7,275000.0,35410.0,80.3,82.5,44.9,1.4,31.5,52.6,43.9,12.4,75.0,25.0,0.9798696552564264,1.006566854759815,10.474749545105949
304,E05000329,Hillingdon,3.7,500000.0,47380.0,83.9,88.5,33.4,1.2,45.5,41.9,20.2,21.2,95.0,5.0,1.0511329029114393,1.0516931396556473,10.765955477712776
305,E05000330,Hillingdon,3.1,310000.0,37990.0,77.9,82.3,85.5,1.4,30.4,64.3,12.5,17.1,100.0,0.0,0.977494213667926,0.9764826648292602,10.54507824618167
306,E05000331,Hillingdon,17.1,209000.0,33170.0,78.9,83.2,29.5,1.4,24.6,272.2,50.0,9.7,42.0,58.0,0.988183700816178,0.9890177439669914,10.409401131941099
307,E05000332,Hillingdon,6.4,311000.0,37250.0,78.6,83.2,48.2,1.5,31.3,55.8,34.4,11.8,99.0,1.0,0.988183700816178,0.9852572202256719,10.525407223807706
308,E05000333,Hillingdon,2.8,521000.0,48770.0,83.2,86.8,55.7,1.6,46.5,33.2,21.8,20.9,100.0,0.0,1.0309416494091856,1.0429185842592354,10.794870648704098
309,E05000334,Hillingdon,3.6,372500.0,43460.0,82.6,84.1,18.1,1.1,42.0,38.8,16.0,16.0,83.0,17.0,0.9988731879644298,1.0353975367765966,10.67959625381042
310,E05000335,Hillingdon,7.0,470000.0,46550.0,81.8,85.6,61.0,0.8,36.8,46.3,34.8,21.3,91.0,9.0,1.016688999878183,1.0253694734664116,10.748282282705214
311,E05000336,Hillingdon,7.1,413500.0,43320.0,81.3,86.0,33.3,1.0,33.8,53.9,33.3,17.9,100.0,0.0,1.0214398830551839,1.019101933897546,10.676369701114927
312,E05000337,Hillingdon,18.5,280000.0,31830.0,79.9,85.0,26.9,1.1,28.6,73.6,68.2,8.9,0.0,100.0,1.0095626751126818,1.0015528231047226,10.368164520276139
313,E05000338,Hillingdon,7.7,305000.0,40060.0,79.0,83.9,62.8,2.0,31.6,64.8,27.0,13.0,64.0,36.0,0.9964977463759295,0.9902712518807644,10.59813360921981
314,E05000339,Hillingdon,18.1,280000.0,30430.0,77.3,81.9,30.9,1.4,30.8,131.2,62.9,9.7,97.0,3.0,0.9727433304909252,0.9689616173466213,10.323184242891017
315,E05000340,Hillingdon,5.9,349950.0,41470.0,81.4,83.9,34.4,1.5,34.5,100.6,30.2,16.1,93.0,7.0,0.9964977463759295,1.0203554418113194,10.632725553240427
316,E05000341,Hillingdon,10.0,259000.0,34270.0,78.9,82.9,25.9,2.1,24.8,103.3,37.9,9.3,100.0,0.0,0.9846205384334273,0.9890177439669914,10.442025614868655
317,E05000342,Hillingdon,9.2,249997.0,32680.0,77.9,80.2,31.9,1.9,25.2,81.5,33.5,11.4,78.0,22.0,0.9525520769886716,0.9764826648292602,10.39451854897394
318,E05000343,Hillingdon,3.9,335000.0,43470.0,80.0,83.8,49.5,1.5,37.7,65.4,18.0,17.1,94.0,6.0,0.9953100255816792,1.0028063310184956,10.679826323982837
319,E05000344,Hillingdon,17.4,250000.0,33240.0,80.4,82.5,33.4,1.6,29.5,76.4,64.1,8.1,100.0,0.0,0.9798696552564264,1.0078203626735882,10.411509248969384
320,E05000345,Hillingdon,10.0,225000.0,32340.0,78.6,83.9,41.3,2.2,24.4,110.1,33.8,10.0,100.0,0.0,0.9964977463759295,0.9852572202256719,10.384060133131097
321,E05000346,Hounslow,12.5,229000.0,31870.0,77.2,82.0,52.5,3.0,22.5,65.0,35.7,11.6,100.0,0.0,0.9739310512851754,0.9677081094328482,10.369420407411383
322,E05000347,Hounslow,15.0,370000.0,35040.0,79.7,85.7,42.8,5.0,30.0,80.0,33.9,10.0,85.0,15.0,1.0178767206724333,0.9990458072771763,10.464245545050328
323,E05000348,Hounslow,9.8,772500.0,51830.0,81.1,84.5,42.2,6.9,41.3,83.5,18.8,12.8,95.0,5.0,1.0036240711414308,1.0165949180699998,10.855724411183752
324,E05000349,Hounslow,8.9,650000.0,49680.0,82.1,87.7,35.2,7.0,41.3,62.2,19.1,13.8,100.0,0.0,1.0416311365574376,1.029129997207731,10.81335771660736
325,E05000350,Hounslow,26.5,226500.0,30860.0,78.6,84.5,26.4,1.8,25.7,74.4,73.9,10.5,83.0,17.0,1.0036240711414308,0.9852572202256719,10.337216125917152
326,E05000351,Hounslow,14.1,270000.0,32850.0,75.8,78.6,37.0,2.9,22.3,77.4,38.9,13.6,100.0,0.0,0.933548544280668,0.9501589986400245,10.399707023912757
327,E05000352,Hounslow,14.2,225000.0,34010.0,80.6,84.1,41.4,2.9,21.5,69.8,35.5,7.4,100.0,0.0,0.9988731879644298,1.0103273785011342,10.434409878001242
328,E05000353,Hounslow,11.3,250000.0,31150.0,79.0,85.5,45.6,3.5,22.5,72.9,32.4,11.9,100.0,0.0,1.0155012790839328,0.9902712518807644,10.3465695242156
329,E05000354,Hounslow,10.9,250000.0,34340.0,79.5,83.0,41.4,2.7,27.2,70.5,30.8,12.4,100.0,0.0,0.9858082592276776,0.99653879144963,10.444066134451466
330,E05000355,Hounslow,23.9,348000.0,33580.0,78.2,83.3,15.8,1.5,25.0,53.0,76.6,11.5,17.0,83.0,0.9893714216104281,0.9802431885705795,10.421685930631531
331,E05000356,Hounslow,26.1,248000.0,34030.0,82.4,84.3,27.1,1.1,24.9,63.3,77.4,11.6,66.0,34.0,1.0012486295529304,1.0328905209490504,10.434997767494952
332,E05000357,Hounslow,23.9,280000.0,29490.0,79.5,83.6,39.1,1.2,29.2,100.3,76.2,10.9,45.0,55.0,0.9929345839931788,0.99653879144963,10.291806501809322
333,E05000358,Hounslow,29.5,249950.0,35830.0,79.9,85.8,11.1,1.5,25.2,166.8,70.7,9.6,14.0,86.0,1.0190644414666834,1.0015528231047226,10.486540810299
334,E05000359,Hounslow,27.7,249950.0,32530.0,79.2,87.7,48.6,2.0,27.6,64.0,72.6,8.3,57.0,43.0,1.0416311365574376,0.9927782677083107,10.389918019467396
335,E05000360,Hounslow,13.2,375000.0,39920.0,82.2,88.6,17.9,3.5,37.4,41.4,45.1,14.0,69.0,31.0,1.0523206237056895,1.0303835051215042,10.5946327304254
336,E05000361,Hounslow,29.4,270000.0,31890.0,77.7,80.1,10.2,1.5,26.2,92.1,75.9,10.7,51.0,49.0,0.9513643561944213,0.9739756490017139,10.370047760004104
337,E05000362,Hounslow,11.7,301000.0,34790.0,77.8,84.3,22.6,4.7,32.4,69.5,34.8,10.8,100.0,0.0,1.0012486295529304,0.975229156915487,10.457085268145988
338,E05000363,Hounslow,15.7,345500.0,42140.0,82.4,83.7,54.3,2.8,32.2,73.2,54.4,12.9,87.0,13.0,0.994122304787429,1.0328905209490504,10.64875268735818
339,E05000364,Hounslow,13.5,365000.0,37040.0,77.2,78.9,42.5,4.4,30.6,82.2,34.2,9.9,76.0,24.0,0.9371117066634188,0.9677081094328482,10.519753688760115
340,E05000365,Hounslow,12.8,634000.0,47080.0,81.7,85.6,7.4,5.0,37.8,95.0,23.2,13.2,100.0,0.0,1.016688999878183,1.0241159655526386,10.759603561374213
341,E05000366,Islington,10.9,715000.0,44970.0,76.2,81.8,11.0,9.7,37.7,131.4,28.9,9.7,32.0,68.0,0.971555609696675,0.9551730302951171,10.713750879764753
342,E05000367,Islington,16.6,640000.0,39200.0,77.9,84.6,13.5,7.3,30.3,179.7,34.5,7.0,0.0,100.0,1.004811791935681,0.9764826648292602,10.576432025778553
343,E05000368,Islington,14.4,447500.0,35840.0,78.2,82.7,16.4,8.2,33.7,138.8,34.7,8.5,57.0,43.0,0.9822450968449269,0.9802431885705795,10.486819867088867
344,E05000369,Islington,9.1,550000.0,40590.0,78.9,86.2,14.4,9.0,35.3,80.2,28.2,9.9,100.0,0.0,1.0238153246436843,0.9890177439669914,10.611277009832943
345,E05000370,Islington,12.6,732500.0,43350.0,80.3,87.7,9.3,8.4,34.9,154.3,29.3,8.3,0.0,100.0,1.0416311365574376,1.006566854759815,10.677061982208688
346,E05000371,Islington,17.5,410000.0,33620.0,75.0,81.1,15.9,8.2,37.3,161.3,42.9,8.6,72.0,28.0,0.9632415641369234,0.9401309353298396,10.422876406962606
347,E05000372,Islington,9.3,667500.0,47810.0,80.8,83.5,21.6,12.9,41.5,98.2,23.5,9.8,97.0,3.0,0.9917468631989286,1.0128343943286806,10.77499010162015
348,E05000373,Islington,12.8,500000.0,43800.0,78.8,82.7,10.6,10.2,39.5,88.5,32.1,6.5,98.0,2.0,0.9822450968449269,0.9877642360532181,10.687389096364537
349,E05000374,Islington,10.4,447500.0,39090.0,78.1,81.9,18.3,8.0,39.6,74.0,33.7,9.4,100.0,0.0,0.9727433304909252,0.9789896806568062,10.573621958787001
350,E05000375,Islington,14.9,405000.0,35430.0,76.9,83.4,16.9,8.8,37.5,83.3,36.1,7.7,86.0,14.0,0.9905591424046785,0.9639475856915289,10.475314197859518
351,E05000376,Islington,11.5,452000.0,39470.0,75.5,81.1,16.6,9.4,38.6,115.5,30.6,9.7,74.0,26.0,0.9632415641369234,0.9463984748987052,10.583296168656894
352,E05000377,Islington,10.6,525000.0,39300.0,78.4,83.8,10.6,13.2,35.8,92.3,34.5,7.7,83.0,17.0,0.9953100255816792,0.9827502043981258,10.578979797857352
353,E05000378,Islington,10.6,495645.0,40860.0,77.7,85.7,8.1,11.4,39.8,76.5,28.1,9.5,28.0,72.0,1.0178767206724333,0.9739756490017139,10.617906868371612
354,E05000379,Islington,10.0,650000.0,46190.0,79.3,82.3,9.6,8.9,35.5,192.2,25.3,9.5,89.0,11.0,0.977494213667926,0.9940317756220837,10.74051860342465
355,E05000380,Islington,9.5,667500.0,43870.0,77.6,79.2,10.4,9.7,36.5,127.1,25.6,8.9,68.0,32.0,0.9406748690461695,0.9727221410879406,10.68898599416026
356,E05000381,Islington,12.6,465000.0,38090.0,77.2,85.7,13.3,9.5,40.0,86.4,35.8,8.1,97.0,3.0,1.0178767206724333,0.9677081094328482,10.54770705947265
357,E05000382,Kensington and Chelsea,26.1,1295000.0,54690.0,86.5,85.5,5.9,4.7,31.7,83.2,32.6,13.3,100.0,0.0,1.0155012790839328,1.0842843454137483,10.909436156340819
358,E05000383,Kensington and Chelsea,26.8,1950000.0,64320.0,86.4,86.6,10.8,2.9,27.7,185.5,24.4,14.6,97.0,3.0,1.0285662078206852,1.0830308374999753,11.071625903852848
359,E05000384,Kensington and Chelsea,18.3,1400000.0,65500.0,86.1,89.5,27.8,5.0,33.2,124.7,21.4,13.6,100.0,0.0,1.0630101108539414,1.079270313758656,11.089805421623343
360,E05000385,Kensington and Chelsea,15.5,935000.0,43560.0,80.6,85.2,10.5,7.7,31.8,172.2,34.0,12.2,76.0,24.0,1.0119381167011823,1.0103273785011342,10.681894577046897
361,E05000386,Kensington and Chelsea,28.3,1325000.0,61810.0,91.9,87.7,13.4,3.7,24.9,109.0,24.8,10.7,99.0,1.0,1.0416311365574376,1.1519737727574968,11.031820442653318
362,E05000387,Kensington and Chelsea,17.2,1050000.0,43920.0,81.9,86.9,29.3,4.4,35.1,89.5,32.5,17.7,100.0,0.0,1.032129370203436,1.0266229813801848,10.690125076183412
363,E05000388,Kensington and Chelsea,29.6,783250.0,44100.0,78.4,85.7,10.0,3.8,27.9,110.4,35.4,9.8,100.0,0.0,1.0178767206724333,0.9827502043981258,10.694215061434937
364,E05000389,Kensington and Chelsea,16.9,533800.0,30100.0,77.4,83.1,34.6,5.9,29.3,130.9,52.1,11.1,100.0,0.0,0.9869959800219277,0.9702151252603946,10.312280450736967
365,E05000390,Kensington and Chelsea,24.8,1587500.0,58100.0,85.4,87.8,8.5,3.1,27.7,188.3,23.5,16.6,75.0,25.0,1.0428188573516877,1.070495758362244,10.969920942840002
366,E05000391,Kensington and Chelsea,20.9,1375000.0,54770.0,86.6,92.9,27.7,4.5,31.8,70.8,32.0,13.6,100.0,0.0,1.1033926178584488,1.0855378533275213,10.910897877777767
367,E05000392,Kensington and Chelsea,14.4,1343000.0,53430.0,83.2,86.3,15.4,5.8,35.9,97.2,25.6,17.2,72.0,28.0,1.0250030454379346,1.0429185842592354,10.886127664951816
368,E05000393,Kensington and Chelsea,14.6,776000.0,36690.0,77.4,85.5,9.3,7.4,35.3,99.3,42.7,13.7,33.0,67.0,1.0155012790839328,0.9702151252603946,10.510259517349327
369,E05000394,Kensington and Chelsea,20.2,1127500.0,55710.0,83.7,84.6,11.9,4.8,30.6,177.9,22.1,12.3,94.0,6.0,1.004811791935681,1.049186123828101,10.92791494301486
370,E05000395,Kensington and Chelsea,24.9,1745000.0,63630.0,86.6,89.8,5.8,4.1,26.6,88.0,28.7,10.4,100.0,0.0,1.066573273236692,1.0855378533275213,11.060840336226837
371,E05000396,Kensington and Chelsea,21.6,995000.0,54550.0,84.4,88.5,28.1,5.0,28.6,80.1,18.8,12.1,100.0,0.0,1.0511329029114393,1.0579606792245129,10.906872991261217
372,E05000397,Kensington and Chelsea,16.7,1995000.0,60600.0,79.6,88.0,43.1,4.4,36.4,117.9,15.4,21.7,100.0,0.0,1.0451942989401881,0.9977922993634031,11.012050172057405
373,E05000398,Kensington and Chelsea,13.5,642500.0,36100.0,74.8,81.9,21.9,6.8,32.5,114.8,37.6,11.6,99.0,1.0,0.9727433304909252,0.9376239195022933,10.494048144320972
374,E05000399,Kensington and Chelsea,19.3,1100000.0,54990.0,83.3,84.0,9.1,4.0,33.5,118.7,19.0,16.0,83.0,17.0,0.9976854671701797,1.0441720921730084,10.91490662950186
375,E05000400,Kingston upon Thames,8.2,404975.0,41390.0,83.4,86.9,43.7,3.9,36.3,34.7,29.8,16.6,100.0,0.0,1.032129370203436,1.0454256000867816,10.630794584742778
376,E05000401,Kingston upon Thames,6.9,361125.0,42330.0,79.0,83.3,10.9,4.6,38.0,31.6,18.1,15.4,100.0,0.0,0.9893714216104281,0.9902712518807644,10.65325133351497
377,E05000402,Kingston upon Thames,13.3,435000.0,40700.0,80.8,81.8,26.4,4.4,41.2,64.5,32.6,13.1,60.0,40.0,0.971555609696675,1.0128343943286806,10.613983371430686
378,E05000403,Kingston upon Thames,9.5,449500.0,45600.0,81.0,85.8,7.0,6.1,35.2,38.4,21.4,8.5,97.0,3.0,1.0190644414666834,1.0153414101562268,10.727662995502477
379,E05000404,Kingston upon Thames,5.0,310000.0,37230.0,80.4,86.8,27.5,2.5,30.8,43.9,15.0,15.3,38.0,62.0,1.0309416494091856,1.0078203626735882,10.524870166866762
380,E05000405,Kingston upon Thames,3.9,315000.0,38310.0,83.3,83.9,75.7,2.3,30.4,47.5,13.0,14.4,96.0,4.0,0.9964977463759295,1.0441720921730084,10.553466237694694
381,E05000406,Kingston upon Thames,13.9,480000.0,45650.0,83.2,84.8,42.1,3.2,34.9,47.8,35.5,14.9,88.0,12.0,1.0071872335241814,1.0429185842592354,10.728758886023115
382,E05000407,Kingston upon Thames,11.1,480000.0,44320.0,82.9,86.1,11.0,4.3,40.5,26.2,33.4,14.2,25.0,75.0,1.0226276038494342,1.039158060517916,10.699191321421166
383,E05000408,Kingston upon Thames,11.2,400000.0,41410.0,79.2,87.2,23.6,4.7,28.9,268.5,23.2,8.8,41.0,59.0,1.0356925325861865,0.9927782677083107,10.631277676539613
384,E05000409,Kingston upon Thames,13.6,341750.0,34650.0,77.1,80.5,34.5,5.4,29.2,62.4,31.0,9.2,5.0,95.0,0.9561152393714222,0.966454601519075,10.453053004618049
385,E05000410,Kingston upon Thames,8.4,395725.0,41760.0,83.6,87.4,21.3,2.3,36.1,29.6,30.8,18.1,84.0,16.0,1.038067974174687,1.0479326159143278,10.639694222556521
386,E05000411,Kingston upon Thames,12.7,443567.5,41850.0,81.4,82.2,28.2,3.0,37.8,33.8,41.4,18.1,29.0,71.0,0.9763064928736759,1.0203554418113194,10.641847075917621
387,E05000412,Kingston upon Thames,8.9,395350.0,44930.0,81.7,84.3,23.9,4.2,30.2,49.7,21.3,8.3,65.0,35.0,1.0012486295529304,1.0241159655526386,10.712861002064205
388,E05000413,Kingston upon Thames,7.0,396770.0,43160.0,79.7,82.6,5.8,3.7,34.7,29.6,19.0,13.5,97.0,3.0,0.9810573760506766,0.9990458072771763,10.67266941937207
389,E05000414,Kingston upon Thames,8.0,337195.0,37840.0,80.3,86.7,33.1,2.9,32.1,53.7,27.2,13.8,61.0,39.0,1.0297539286149355,1.006566854759815,10.541122023165814
390,E05000415,Kingston upon Thames,6.1,550000.0,48530.0,84.1,87.2,22.7,7.0,42.1,33.1,17.6,14.9,100.0,0.0,1.0356925325861865,1.0542001554831935,10.789937442399262
391,E05000416,Lambeth,13.7,590000.0,40360.0,79.1,83.2,31.6,6.4,33.2,243.6,42.0,8.2,10.0,90.0,0.988183700816178,0.9915247597945375,10.605594474467546
392,E05000417,Lambeth,11.1,420000.0,39050.0,76.2,81.4,13.1,10.1,34.3,91.5,41.5,6.7,59.0,41.0,0.9668047265196742,0.9551730302951171,10.572598155267832
393,E05000418,Lambeth,7.6,620000.0,49520.0,78.5,83.0,27.9,8.8,31.7,85.6,24.3,7.1,90.0,10.0,0.9858082592276776,0.9840037123118988,10.810131907358478
394,E05000419,Lambeth,7.8,610000.0,44960.0,74.5,80.7,13.1,8.6,31.0,142.5,29.3,6.7,100.0,0.0,0.9584906809599226,0.933863395760974,10.713528484567572
395,E05000420,Lambeth,13.3,435000.0,32220.0,76.7,86.5,14.4,8.0,33.3,180.9,62.1,6.1,64.0,36.0,1.027378487026435,0.9614405698639826,10.380342656730965
396,E05000421,Lambeth,11.8,497475.0,39480.0,77.1,84.5,10.3,8.2,29.7,145.6,40.4,5.9,30.0,70.0,1.0036240711414308,0.966454601519075,10.583549493547418
397,E05000422,Lambeth,7.7,350000.0,36650.0,78.3,82.1,25.7,6.2,33.8,79.6,44.9,8.4,76.0,24.0,0.9751187720794255,0.9814966964843526,10.509168707314798
398,E05000423,Lambeth,10.8,432500.0,41700.0,77.9,85.0,37.9,12.5,40.3,92.4,39.6,7.6,100.0,0.0,1.0095626751126818,0.9764826648292602,10.638256407786892
399,E05000424,Lambeth,11.6,355000.0,36950.0,76.5,80.6,13.3,4.9,34.2,74.6,47.7,9.2,95.0,5.0,0.9573029601656723,0.9589335540364364,10.517320926376348
400,E05000425,Lambeth,13.0,430000.0,37260.0,75.5,80.5,20.0,8.1,28.6,92.8,43.3,6.4,14.0,86.0,0.9561152393714222,0.9463984748987052,10.52567564415558
401,E05000426,Lambeth,15.0,699995.0,39200.0,79.0,81.8,24.9,9.2,34.2,127.4,36.9,7.0,0.0,100.0,0.971555609696675,0.9902712518807644,10.576432025778553
402,E05000427,Lambeth,12.4,495000.0,37600.0,77.9,84.4,20.7,9.0,37.8,119.3,43.4,9.2,0.0,100.0,1.0024363503471805,0.9764826648292602,10.534759329377986
403,E05000428,Lambeth,15.8,340000.0,39880.0,79.7,85.7,12.1,6.0,29.9,104.0,38.9,7.7,100.0,0.0,1.0178767206724333,0.9990458072771763,10.593630224075774
404,E05000429,Lambeth,17.8,391375.0,35050.0,78.8,81.9,13.2,8.7,34.4,83.7,44.3,7.1,0.0,100.0,0.9727433304909252,0.9877642360532181,10.464530892462736
405,E05000430,Lambeth,12.4,359000.0,39250.0,77.1,81.1,14.1,7.6,32.8,76.9,37.9,8.2,100.0,0.0,0.9632415641369234,0.966454601519075,10.577706723210554
406,E05000431,Lambeth,15.8,375000.0,36710.0,81.2,84.4,26.0,4.1,33.1,74.9,52.5,11.2,99.0,1.0,1.0024363503471805,1.017848425983773,10.51080447649088
407,E05000432,Lambeth,14.2,345875.0,38270.0,78.2,80.6,18.3,5.5,32.3,72.7,43.1,8.3,96.0,4.0,0.9573029601656723,0.9802431885705795,10.552421578419748
408,E05000433,Lambeth,10.1,511250.0,41880.0,81.3,87.5,22.4,7.9,37.6,55.2,40.5,7.6,82.0,18.0,1.039255694968937,1.019101933897546,10.642563664984474
409,E05000434,Lambeth,8.7,412747.5,41600.0,80.5,83.8,19.7,8.3,39.4,73.2,36.3,9.6,100.0,0.0,0.9953100255816792,1.0090738705873612,10.635855446249355
410,E05000435,Lambeth,11.3,417000.0,35610.0,78.9,83.4,16.6,9.6,35.7,80.3,52.6,6.7,100.0,0.0,0.9905591424046785,0.9890177439669914,10.480381776271823
411,E05000436,Lambeth,12.1,395000.0,34830.0,78.6,85.0,16.8,9.7,33.1,81.0,52.7,7.2,15.0,85.0,1.0095626751126818,0.9852572202256719,10.458234363360047
412,E05000437,Lewisham,6.2,265000.0,31340.0,77.1,82.2,46.7,1.9,26.6,94.0,51.3,10.4,100.0,0.0,0.9763064928736759,0.966454601519075,10.352650515910012
413,E05000438,Lewisham,7.4,385000.0,44870.0,79.3,83.3,34.6,3.9,38.7,83.9,30.2,10.5,100.0,0.0,0.9893714216104281,0.9940317756220837,10.71152469897003
414,E05000439,Lewisham,10.5,330000.0,38100.0,77.0,82.4,13.3,5.5,33.0,78.8,43.1,6.1,79.0,21.0,0.9786819344621763,0.965201093605302,10.547969561114792
415,E05000440,Lewisham,7.1,332500.0,39070.0,77.9,84.2,3.0,2.7,35.0,44.8,56.2,11.5,94.0,6.0,1.00006090875868,0.9764826648292602,10.573110188049116
416,E05000441,Lewisham,7.0,455000.0,42560.0,79.6,86.8,20.7,5.8,38.1,58.4,39.6,9.5,91.0,9.0,1.0309416494091856,0.9977922993634031,10.658670124015526
417,E05000442,Lewisham,6.2,242500.0,30880.0,79.5,84.7,30.1,1.7,24.7,78.9,41.7,12.4,100.0,0.0,1.0059995127299313,0.99653879144963,10.337864004138712
418,E05000443,Lewisham,16.0,315000.0,30560.0,77.2,81.4,22.6,4.3,30.0,69.6,60.9,5.8,59.0,41.0,0.9668047265196742,0.9677081094328482,10.327447243280456
419,E05000444,Lewisham,8.2,340000.0,40960.0,78.4,82.7,22.2,4.6,37.7,69.9,38.2,9.8,100.0,0.0,0.9822450968449269,0.9827502043981258,10.62035125971339
420,E05000445,Lewisham,7.0,250000.0,36150.0,78.5,82.4,21.6,2.2,30.7,50.6,37.5,12.4,83.0,17.0,0.9786819344621763,0.9840037123118988,10.49543222758691
421,E05000446,Lewisham,9.4,370000.0,40290.0,78.9,83.1,25.7,5.8,40.8,55.0,45.4,8.9,100.0,0.0,0.9869959800219277,0.9890177439669914,10.603858578185394
422,E05000447,Lewisham,8.1,402500.0,42760.0,80.7,84.1,11.7,3.8,41.2,60.9,33.7,11.4,89.0,11.0,0.9988731879644298,1.0115808864149074,10.663358365138981
423,E05000448,Lewisham,12.4,290000.0,35760.0,75.4,80.8,13.8,3.4,30.4,134.9,51.6,7.4,91.0,9.0,0.9596784017541727,0.9451449669849321,10.48458522928745
424,E05000449,Lewisham,15.3,242000.0,31520.0,74.3,77.6,16.5,4.9,30.6,108.5,59.7,5.5,31.0,69.0,0.9216713363381659,0.9313563799334277,10.358377543971816
425,E05000450,Lewisham,7.2,355000.0,39130.0,80.1,84.3,9.7,4.1,37.4,54.6,42.5,9.7,83.0,17.0,1.0012486295529304,1.0040598389322686,10.574644715204458
426,E05000451,Lewisham,10.2,270000.0,34670.0,79.4,82.8,24.0,2.9,29.9,118.7,59.1,8.2,99.0,1.0,0.9834328176391771,0.9952852835358569,10.45363003867907
427,E05000452,Lewisham,7.1,350000.0,37060.0,75.6,81.4,13.1,2.8,35.6,73.2,41.8,11.4,100.0,0.0,0.9668047265196742,0.9476519828124782,10.520293499839351
428,E05000453,Lewisham,10.9,360000.0,37230.0,79.7,83.2,16.5,6.5,36.1,51.1,49.4,7.1,52.0,48.0,0.988183700816178,0.9990458072771763,10.524870166866762
429,E05000454,Lewisham,6.8,248000.0,32840.0,79.8,85.9,27.9,1.7,27.7,70.4,50.5,10.6,100.0,0.0,1.0202521622609337,1.0002993151909494,10.399402563566365
430,E05000455,Merton,12.5,482500.0,45370.0,79.3,83.4,12.8,3.9,35.4,71.6,26.6,8.7,100.0,0.0,0.9905591424046785,0.9940317756220837,10.72260637265801
431,E05000456,Merton,7.7,455000.0,42320.0,82.3,88.2,42.7,3.3,40.0,35.4,25.4,17.7,100.0,0.0,1.0475697405286888,1.0316370130352772,10.65301506653218
432,E05000457,Merton,16.3,350000.0,38780.0,79.4,84.7,14.6,4.4,35.8,79.1,40.1,8.6,100.0,0.0,1.0059995127299313,0.9952852835358569,10.565659928796643
433,E05000458,Merton,14.5,245000.0,29930.0,77.8,82.4,50.0,2.4,35.0,78.5,47.5,11.2,100.0,0.0,0.9786819344621763,0.975229156915487,10.306616600846745
